GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Per capita income in the past 12 months (in 2015 Inflation-adjusted dollars),Margin of Error; Per capita income in the past 12 months (in 2015 Inflation-adjusted dollars)
1500000US170310404011,170310404011,"Block Group 1, Census Tract 404.01, Cook County, Illinois",39205,13511
1500000US170310404012,170310404012,"Block Group 2, Census Tract 404.01, Cook County, Illinois",43607,10096
1500000US170310404013,170310404013,"Block Group 3, Census Tract 404.01, Cook County, Illinois",30116,7608
1500000US170310404014,170310404014,"Block Group 4, Census Tract 404.01, Cook County, Illinois",47495,9067
1500000US170310404021,170310404021,"Block Group 1, Census Tract 404.02, Cook County, Illinois",91038,43936
1500000US170310404022,170310404022,"Block Group 2, Census Tract 404.02, Cook County, Illinois",44270,11966
1500000US170310404023,170310404023,"Block Group 3, Census Tract 404.02, Cook County, Illinois",63180,15274
1500000US170310404024,170310404024,"Block Group 4, Census Tract 404.02, Cook County, Illinois",47535,12893
1500000US170310404025,170310404025,"Block Group 5, Census Tract 404.02, Cook County, Illinois",53597,11714
1500000US170310406001,170310406001,"Block Group 1, Census Tract 406, Cook County, Illinois",39574,8147
1500000US170310406002,170310406002,"Block Group 2, Census Tract 406, Cook County, Illinois",57537,16027
1500000US170310406003,170310406003,"Block Group 3, Census Tract 406, Cook County, Illinois",47577,17861
1500000US170310407001,170310407001,"Block Group 1, Census Tract 407, Cook County, Illinois",40938,9087
1500000US170310407002,170310407002,"Block Group 2, Census Tract 407, Cook County, Illinois",59027,14095
1500000US170310407003,170310407003,"Block Group 3, Census Tract 407, Cook County, Illinois",46358,13077
1500000US170310407004,170310407004,"Block Group 4, Census Tract 407, Cook County, Illinois",35695,11841
1500000US170310408001,170310408001,"Block Group 1, Census Tract 408, Cook County, Illinois",35687,5408
1500000US170310408002,170310408002,"Block Group 2, Census Tract 408, Cook County, Illinois",51461,12031
1500000US170310409001,170310409001,"Block Group 1, Census Tract 409, Cook County, Illinois",63116,22176
1500000US170310409002,170310409002,"Block Group 2, Census Tract 409, Cook County, Illinois",60558,18314
1500000US170310501001,170310501001,"Block Group 1, Census Tract 501, Cook County, Illinois",42960,11520
1500000US170310501002,170310501002,"Block Group 2, Census Tract 501, Cook County, Illinois",49897,8938
1500000US170310502001,170310502001,"Block Group 1, Census Tract 502, Cook County, Illinois",62741,18151
1500000US170310502002,170310502002,"Block Group 2, Census Tract 502, Cook County, Illinois",43740,8673
1500000US170310502003,170310502003,"Block Group 3, Census Tract 502, Cook County, Illinois",51595,8381
1500000US170310503001,170310503001,"Block Group 1, Census Tract 503, Cook County, Illinois",43180,11352
1500000US170310503002,170310503002,"Block Group 2, Census Tract 503, Cook County, Illinois",43543,8726
1500000US170310503003,170310503003,"Block Group 3, Census Tract 503, Cook County, Illinois",47055,11076
1500000US170310505001,170310505001,"Block Group 1, Census Tract 505, Cook County, Illinois",95595,49361
1500000US170310505002,170310505002,"Block Group 2, Census Tract 505, Cook County, Illinois",53992,16069
1500000US170310505003,170310505003,"Block Group 3, Census Tract 505, Cook County, Illinois",51653,11576
1500000US170310505004,170310505004,"Block Group 4, Census Tract 505, Cook County, Illinois",43423,13507
1500000US170310505005,170310505005,"Block Group 5, Census Tract 505, Cook County, Illinois",49968,19662
1500000US170310506001,170310506001,"Block Group 1, Census Tract 506, Cook County, Illinois",58786,14219
1500000US170310506002,170310506002,"Block Group 2, Census Tract 506, Cook County, Illinois",53224,11725
1500000US170310507001,170310507001,"Block Group 1, Census Tract 507, Cook County, Illinois",68346,11101
1500000US170310508001,170310508001,"Block Group 1, Census Tract 508, Cook County, Illinois",60828,7780
1500000US170310509001,170310509001,"Block Group 1, Census Tract 509, Cook County, Illinois",48753,7528
1500000US170310510001,170310510001,"Block Group 1, Census Tract 510, Cook County, Illinois",58782,7259
1500000US170310511001,170310511001,"Block Group 1, Census Tract 511, Cook County, Illinois",54543,6884
1500000US170310512001,170310512001,"Block Group 1, Census Tract 512, Cook County, Illinois",69556,18690
1500000US170310512002,170310512002,"Block Group 2, Census Tract 512, Cook County, Illinois",73558,20281
1500000US170310513001,170310513001,"Block Group 1, Census Tract 513, Cook County, Illinois",100378,22411
1500000US170310513002,170310513002,"Block Group 2, Census Tract 513, Cook County, Illinois",73212,13934
1500000US170310514001,170310514001,"Block Group 1, Census Tract 514, Cook County, Illinois",59058,12303
1500000US170310514002,170310514002,"Block Group 2, Census Tract 514, Cook County, Illinois",52407,10055
1500000US170310601001,170310601001,"Block Group 1, Census Tract 601, Cook County, Illinois",78743,18567
1500000US170310601002,170310601002,"Block Group 2, Census Tract 601, Cook County, Illinois",70897,17819
1500000US170310601003,170310601003,"Block Group 3, Census Tract 601, Cook County, Illinois",64535,16774
1500000US170310602001,170310602001,"Block Group 1, Census Tract 602, Cook County, Illinois",46606,7767
1500000US170310602002,170310602002,"Block Group 2, Census Tract 602, Cook County, Illinois",60478,22643
1500000US170310603001,170310603001,"Block Group 1, Census Tract 603, Cook County, Illinois",85669,21104
1500000US170310603002,170310603002,"Block Group 2, Census Tract 603, Cook County, Illinois",53579,13244
1500000US170310604001,170310604001,"Block Group 1, Census Tract 604, Cook County, Illinois",59666,14815
1500000US170310604002,170310604002,"Block Group 2, Census Tract 604, Cook County, Illinois",68144,21498
1500000US170310604003,170310604003,"Block Group 3, Census Tract 604, Cook County, Illinois",79505,14782
1500000US170310605001,170310605001,"Block Group 1, Census Tract 605, Cook County, Illinois",48142,7379
1500000US170310608001,170310608001,"Block Group 1, Census Tract 608, Cook County, Illinois",71268,20378
1500000US170310608002,170310608002,"Block Group 2, Census Tract 608, Cook County, Illinois",-,**
1500000US170310608003,170310608003,"Block Group 3, Census Tract 608, Cook County, Illinois",63664,11685
1500000US170310609001,170310609001,"Block Group 1, Census Tract 609, Cook County, Illinois",42450,10176
1500000US170310609002,170310609002,"Block Group 2, Census Tract 609, Cook County, Illinois",-,**
1500000US170310609003,170310609003,"Block Group 3, Census Tract 609, Cook County, Illinois",51158,20051
1500000US170310609004,170310609004,"Block Group 4, Census Tract 609, Cook County, Illinois",57404,7690
1500000US170310609005,170310609005,"Block Group 5, Census Tract 609, Cook County, Illinois",15492,6952
1500000US170310610001,170310610001,"Block Group 1, Census Tract 610, Cook County, Illinois",60906,7045
1500000US170310611001,170310611001,"Block Group 1, Census Tract 611, Cook County, Illinois",58911,12317
1500000US170310612001,170310612001,"Block Group 1, Census Tract 612, Cook County, Illinois",58147,6186
1500000US170310615001,170310615001,"Block Group 1, Census Tract 615, Cook County, Illinois",53061,6104
1500000US170310618001,170310618001,"Block Group 1, Census Tract 618, Cook County, Illinois",35145,4693
1500000US170310619011,170310619011,"Block Group 1, Census Tract 619.01, Cook County, Illinois",61319,12294
1500000US170310619012,170310619012,"Block Group 2, Census Tract 619.01, Cook County, Illinois",47062,10175
1500000US170310619013,170310619013,"Block Group 3, Census Tract 619.01, Cook County, Illinois",68301,15403
1500000US170310619014,170310619014,"Block Group 4, Census Tract 619.01, Cook County, Illinois",37157,12449
1500000US170310619021,170310619021,"Block Group 1, Census Tract 619.02, Cook County, Illinois",63790,17179
1500000US170310619022,170310619022,"Block Group 2, Census Tract 619.02, Cook County, Illinois",54199,12312
1500000US170310619023,170310619023,"Block Group 3, Census Tract 619.02, Cook County, Illinois",71772,13997
1500000US170310619024,170310619024,"Block Group 4, Census Tract 619.02, Cook County, Illinois",-,**
1500000US170310620001,170310620001,"Block Group 1, Census Tract 620, Cook County, Illinois",56427,6767
1500000US170310620002,170310620002,"Block Group 2, Census Tract 620, Cook County, Illinois",51596,8796
1500000US170310621001,170310621001,"Block Group 1, Census Tract 621, Cook County, Illinois",78174,15027
1500000US170310621002,170310621002,"Block Group 2, Census Tract 621, Cook County, Illinois",48482,9740
1500000US170310621003,170310621003,"Block Group 3, Census Tract 621, Cook County, Illinois",60776,12243
1500000US170310622001,170310622001,"Block Group 1, Census Tract 622, Cook County, Illinois",59967,13363
1500000US170310622002,170310622002,"Block Group 2, Census Tract 622, Cook County, Illinois",79030,8224
1500000US170310623001,170310623001,"Block Group 1, Census Tract 623, Cook County, Illinois",95754,11862
1500000US170310624001,170310624001,"Block Group 1, Census Tract 624, Cook County, Illinois",80439,11903
1500000US170310625001,170310625001,"Block Group 1, Census Tract 625, Cook County, Illinois",84209,10601
1500000US170310626001,170310626001,"Block Group 1, Census Tract 626, Cook County, Illinois",68700,8190
1500000US170310627001,170310627001,"Block Group 1, Census Tract 627, Cook County, Illinois",58067,9346
1500000US170310627002,170310627002,"Block Group 2, Census Tract 627, Cook County, Illinois",71251,26625
1500000US170310627003,170310627003,"Block Group 3, Census Tract 627, Cook County, Illinois",59698,17211
1500000US170310628001,170310628001,"Block Group 1, Census Tract 628, Cook County, Illinois",97569,26528
1500000US170310628002,170310628002,"Block Group 2, Census Tract 628, Cook County, Illinois",65909,14708
1500000US170310628003,170310628003,"Block Group 3, Census Tract 628, Cook County, Illinois",79228,11670
1500000US170310629001,170310629001,"Block Group 1, Census Tract 629, Cook County, Illinois",72381,11374
1500000US170310629002,170310629002,"Block Group 2, Census Tract 629, Cook County, Illinois",96663,22960
1500000US170310629003,170310629003,"Block Group 3, Census Tract 629, Cook County, Illinois",59805,15394
1500000US170310630001,170310630001,"Block Group 1, Census Tract 630, Cook County, Illinois",58745,10337
1500000US170310630002,170310630002,"Block Group 2, Census Tract 630, Cook County, Illinois",61329,10792
1500000US170310630003,170310630003,"Block Group 3, Census Tract 630, Cook County, Illinois",63886,22694
1500000US170310631001,170310631001,"Block Group 1, Census Tract 631, Cook County, Illinois",64232,9002
1500000US170310631002,170310631002,"Block Group 2, Census Tract 631, Cook County, Illinois",65438,13226
1500000US170310632001,170310632001,"Block Group 1, Census Tract 632, Cook County, Illinois",40083,5275
1500000US170310632002,170310632002,"Block Group 2, Census Tract 632, Cook County, Illinois",130319,80118
1500000US170310632003,170310632003,"Block Group 3, Census Tract 632, Cook County, Illinois",50004,30347
1500000US170310632004,170310632004,"Block Group 4, Census Tract 632, Cook County, Illinois",92741,34210
1500000US170310632005,170310632005,"Block Group 5, Census Tract 632, Cook County, Illinois",46207,18255
1500000US170310632006,170310632006,"Block Group 6, Census Tract 632, Cook County, Illinois",38224,8020
1500000US170310633011,170310633011,"Block Group 1, Census Tract 633.01, Cook County, Illinois",42529,7556
1500000US170310633012,170310633012,"Block Group 2, Census Tract 633.01, Cook County, Illinois",51432,9778
1500000US170310633013,170310633013,"Block Group 3, Census Tract 633.01, Cook County, Illinois",29225,9559
1500000US170310633021,170310633021,"Block Group 1, Census Tract 633.02, Cook County, Illinois",75207,15358
1500000US170310633022,170310633022,"Block Group 2, Census Tract 633.02, Cook County, Illinois",54820,7660
