GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
1400000US17031030800,17031030800,"Census Tract 308, Cook County, Illinois",4176,543
1400000US17031030900,17031030900,"Census Tract 309, Cook County, Illinois",3188,346
1400000US17031031000,17031031000,"Census Tract 310, Cook County, Illinois",3801,356
1400000US17031031100,17031031100,"Census Tract 311, Cook County, Illinois",4510,395
1400000US17031031200,17031031200,"Census Tract 312, Cook County, Illinois",5063,590
1400000US17031031300,17031031300,"Census Tract 313, Cook County, Illinois",7796,542
1400000US17031031400,17031031400,"Census Tract 314, Cook County, Illinois",5114,364
1400000US17031031501,17031031501,"Census Tract 315.01, Cook County, Illinois",3653,481
1400000US17031031502,17031031502,"Census Tract 315.02, Cook County, Illinois",4027,469
1400000US17031031700,17031031700,"Census Tract 317, Cook County, Illinois",6726,562
1400000US17031031800,17031031800,"Census Tract 318, Cook County, Illinois",1766,136
1400000US17031031900,17031031900,"Census Tract 319, Cook County, Illinois",2361,195
1400000US17031032100,17031032100,"Census Tract 321, Cook County, Illinois",6797,730
1400000US17031040100,17031040100,"Census Tract 401, Cook County, Illinois",4045,396
1400000US17031040201,17031040201,"Census Tract 402.01, Cook County, Illinois",6314,509
1400000US17031040202,17031040202,"Census Tract 402.02, Cook County, Illinois",6801,771
1400000US17031040300,17031040300,"Census Tract 403, Cook County, Illinois",2912,315
1400000US17031040401,17031040401,"Census Tract 404.01, Cook County, Illinois",3009,308
1400000US17031040402,17031040402,"Census Tract 404.02, Cook County, Illinois",5042,417
1400000US17031040600,17031040600,"Census Tract 406, Cook County, Illinois",2696,382
1400000US17031040700,17031040700,"Census Tract 407, Cook County, Illinois",3383,384
1400000US17031040800,17031040800,"Census Tract 408, Cook County, Illinois",1876,200
1400000US17031040900,17031040900,"Census Tract 409, Cook County, Illinois",2152,183
1400000US17031050100,17031050100,"Census Tract 501, Cook County, Illinois",2564,224
1400000US17031050200,17031050200,"Census Tract 502, Cook County, Illinois",5230,527
1400000US17031050300,17031050300,"Census Tract 503, Cook County, Illinois",2520,231
1400000US17031050500,17031050500,"Census Tract 505, Cook County, Illinois",5541,489
1400000US17031050600,17031050600,"Census Tract 506, Cook County, Illinois",2371,300
1400000US17031050700,17031050700,"Census Tract 507, Cook County, Illinois",1587,134
1400000US17031050800,17031050800,"Census Tract 508, Cook County, Illinois",1390,119
1400000US17031050900,17031050900,"Census Tract 509, Cook County, Illinois",1546,185
1400000US17031051000,17031051000,"Census Tract 510, Cook County, Illinois",1677,119
1400000US17031051100,17031051100,"Census Tract 511, Cook County, Illinois",1454,173
1400000US17031051200,17031051200,"Census Tract 512, Cook County, Illinois",1636,138
1400000US17031051300,17031051300,"Census Tract 513, Cook County, Illinois",2794,194
1400000US17031051400,17031051400,"Census Tract 514, Cook County, Illinois",1873,220
1400000US17031060100,17031060100,"Census Tract 601, Cook County, Illinois",2675,234
1400000US17031060200,17031060200,"Census Tract 602, Cook County, Illinois",2088,224
1400000US17031060300,17031060300,"Census Tract 603, Cook County, Illinois",3248,366
1400000US17031060400,17031060400,"Census Tract 604, Cook County, Illinois",3848,413
1400000US17031060500,17031060500,"Census Tract 605, Cook County, Illinois",1242,108
1400000US17031060800,17031060800,"Census Tract 608, Cook County, Illinois",4980,528
1400000US17031060900,17031060900,"Census Tract 609, Cook County, Illinois",6849,765
1400000US17031061000,17031061000,"Census Tract 610, Cook County, Illinois",1774,133
1400000US17031061100,17031061100,"Census Tract 611, Cook County, Illinois",1442,154
1400000US17031061200,17031061200,"Census Tract 612, Cook County, Illinois",2122,171
1400000US17031061500,17031061500,"Census Tract 615, Cook County, Illinois",1843,162
1400000US17031061800,17031061800,"Census Tract 618, Cook County, Illinois",1179,109
1400000US17031061901,17031061901,"Census Tract 619.01, Cook County, Illinois",3842,414
1400000US17031061902,17031061902,"Census Tract 619.02, Cook County, Illinois",4015,355
1400000US17031062000,17031062000,"Census Tract 620, Cook County, Illinois",3003,261
1400000US17031062100,17031062100,"Census Tract 621, Cook County, Illinois",3595,389
1400000US17031062200,17031062200,"Census Tract 622, Cook County, Illinois",2697,286
1400000US17031062300,17031062300,"Census Tract 623, Cook County, Illinois",1611,138
1400000US17031062400,17031062400,"Census Tract 624, Cook County, Illinois",1517,174
1400000US17031062500,17031062500,"Census Tract 625, Cook County, Illinois",1383,156
1400000US17031062600,17031062600,"Census Tract 626, Cook County, Illinois",2317,178
1400000US17031062700,17031062700,"Census Tract 627, Cook County, Illinois",2860,306
1400000US17031062800,17031062800,"Census Tract 628, Cook County, Illinois",3500,218
1400000US17031062900,17031062900,"Census Tract 629, Cook County, Illinois",4217,372
1400000US17031063000,17031063000,"Census Tract 630, Cook County, Illinois",3160,269
1400000US17031063100,17031063100,"Census Tract 631, Cook County, Illinois",2454,235
1400000US17031063200,17031063200,"Census Tract 632, Cook County, Illinois",6942,520
1400000US17031063301,17031063301,"Census Tract 633.01, Cook County, Illinois",2637,219
1400000US17031063302,17031063302,"Census Tract 633.02, Cook County, Illinois",4219,319
1400000US17031063303,17031063303,"Census Tract 633.03, Cook County, Illinois",1166,145
1400000US17031063400,17031063400,"Census Tract 634, Cook County, Illinois",1958,161
1400000US17031070101,17031070101,"Census Tract 701.01, Cook County, Illinois",4086,923
1400000US17031070102,17031070102,"Census Tract 701.02, Cook County, Illinois",2745,205
1400000US17031070103,17031070103,"Census Tract 701.03, Cook County, Illinois",1629,215
1400000US17031070200,17031070200,"Census Tract 702, Cook County, Illinois",4136,480
1400000US17031070300,17031070300,"Census Tract 703, Cook County, Illinois",3426,262
1400000US17031070400,17031070400,"Census Tract 704, Cook County, Illinois",3415,244
1400000US17031070500,17031070500,"Census Tract 705, Cook County, Illinois",3137,347
1400000US17031070600,17031070600,"Census Tract 706, Cook County, Illinois",3218,291
1400000US17031070700,17031070700,"Census Tract 707, Cook County, Illinois",4221,345
1400000US17031071000,17031071000,"Census Tract 710, Cook County, Illinois",4116,358
1400000US17031071100,17031071100,"Census Tract 711, Cook County, Illinois",2861,314
1400000US17031071200,17031071200,"Census Tract 712, Cook County, Illinois",2118,224
1400000US17031071300,17031071300,"Census Tract 713, Cook County, Illinois",3471,352
1400000US17031071400,17031071400,"Census Tract 714, Cook County, Illinois",4579,411
1400000US17031071500,17031071500,"Census Tract 715, Cook County, Illinois",5807,460
1400000US17031071600,17031071600,"Census Tract 716, Cook County, Illinois",1666,208
1400000US17031071700,17031071700,"Census Tract 717, Cook County, Illinois",1819,172
1400000US17031071800,17031071800,"Census Tract 718, Cook County, Illinois",2714,262
1400000US17031080100,17031080100,"Census Tract 801, Cook County, Illinois",7078,653
1400000US17031080201,17031080201,"Census Tract 802.01, Cook County, Illinois",3297,261
1400000US17031080202,17031080202,"Census Tract 802.02, Cook County, Illinois",3664,453
1400000US17031080300,17031080300,"Census Tract 803, Cook County, Illinois",4733,518
1400000US17031080400,17031080400,"Census Tract 804, Cook County, Illinois",5053,461
1400000US17031081000,17031081000,"Census Tract 810, Cook County, Illinois",7367,544
1400000US17031081100,17031081100,"Census Tract 811, Cook County, Illinois",3766,295
1400000US17031081201,17031081201,"Census Tract 812.01, Cook County, Illinois",4392,471
1400000US17031081202,17031081202,"Census Tract 812.02, Cook County, Illinois",3005,308
1400000US17031081300,17031081300,"Census Tract 813, Cook County, Illinois",5232,531
1400000US17031081401,17031081401,"Census Tract 814.01, Cook County, Illinois",2477,271
1400000US17031081402,17031081402,"Census Tract 814.02, Cook County, Illinois",4758,532
1400000US17031081403,17031081403,"Census Tract 814.03, Cook County, Illinois",7443,647
1400000US17031081500,17031081500,"Census Tract 815, Cook County, Illinois",4418,461
1400000US17031081600,17031081600,"Census Tract 816, Cook County, Illinois",3359,331
1400000US17031081700,17031081700,"Census Tract 817, Cook County, Illinois",3234,333
1400000US17031081800,17031081800,"Census Tract 818, Cook County, Illinois",7325,400
1400000US17031081900,17031081900,"Census Tract 819, Cook County, Illinois",1048,119
1400000US17031090100,17031090100,"Census Tract 901, Cook County, Illinois",3266,316
1400000US17031090200,17031090200,"Census Tract 902, Cook County, Illinois",6767,489
1400000US17031090300,17031090300,"Census Tract 903, Cook County, Illinois",1323,114
1400000US17031100100,17031100100,"Census Tract 1001, Cook County, Illinois",5285,450
1400000US17031100200,17031100200,"Census Tract 1002, Cook County, Illinois",6424,497
1400000US17031100300,17031100300,"Census Tract 1003, Cook County, Illinois",5783,570
1400000US17031100400,17031100400,"Census Tract 1004, Cook County, Illinois",3061,144
1400000US17031100500,17031100500,"Census Tract 1005, Cook County, Illinois",5617,326
1400000US17031100600,17031100600,"Census Tract 1006, Cook County, Illinois",5125,378
1400000US17031100700,17031100700,"Census Tract 1007, Cook County, Illinois",4788,254
1400000US17031110100,17031110100,"Census Tract 1101, Cook County, Illinois",6020,752
1400000US17031110200,17031110200,"Census Tract 1102, Cook County, Illinois",3055,264
1400000US17031110300,17031110300,"Census Tract 1103, Cook County, Illinois",5257,464
1400000US17031110400,17031110400,"Census Tract 1104, Cook County, Illinois",4455,307
1400000US17031110501,17031110501,"Census Tract 1105.01, Cook County, Illinois",4847,500
1400000US17031110502,17031110502,"Census Tract 1105.02, Cook County, Illinois",3630,527
1400000US17031120100,17031120100,"Census Tract 1201, Cook County, Illinois",3800,213
1400000US17031120200,17031120200,"Census Tract 1202, Cook County, Illinois",4619,304
1400000US17031120300,17031120300,"Census Tract 1203, Cook County, Illinois",6347,525
1400000US17031120400,17031120400,"Census Tract 1204, Cook County, Illinois",3671,312
1400000US17031130100,17031130100,"Census Tract 1301, Cook County, Illinois",5169,339
1400000US17031130200,17031130200,"Census Tract 1302, Cook County, Illinois",1620,134
1400000US17031130300,17031130300,"Census Tract 1303, Cook County, Illinois",5326,399
1400000US17031140100,17031140100,"Census Tract 1401, Cook County, Illinois",3643,459
1400000US17031140200,17031140200,"Census Tract 1402, Cook County, Illinois",6002,1124
1400000US17031140301,17031140301,"Census Tract 1403.01, Cook County, Illinois",2798,410
1400000US17031140302,17031140302,"Census Tract 1403.02, Cook County, Illinois",4288,466
1400000US17031140400,17031140400,"Census Tract 1404, Cook County, Illinois",7319,589
1400000US17031140500,17031140500,"Census Tract 1405, Cook County, Illinois",4352,452
1400000US17031140601,17031140601,"Census Tract 1406.01, Cook County, Illinois",2951,466
1400000US17031140602,17031140602,"Census Tract 1406.02, Cook County, Illinois",5356,618
1400000US17031140701,17031140701,"Census Tract 1407.01, Cook County, Illinois",2642,312
1400000US17031140702,17031140702,"Census Tract 1407.02, Cook County, Illinois",6072,538
1400000US17031140800,17031140800,"Census Tract 1408, Cook County, Illinois",6656,609
1400000US17031150200,17031150200,"Census Tract 1502, Cook County, Illinois",7442,734
1400000US17031150300,17031150300,"Census Tract 1503, Cook County, Illinois",8298,652
1400000US17031150401,17031150401,"Census Tract 1504.01, Cook County, Illinois",4965,452
1400000US17031150402,17031150402,"Census Tract 1504.02, Cook County, Illinois",3640,506
1400000US17031150501,17031150501,"Census Tract 1505.01, Cook County, Illinois",3907,442
1400000US17031150502,17031150502,"Census Tract 1505.02, Cook County, Illinois",4720,497
1400000US17031150600,17031150600,"Census Tract 1506, Cook County, Illinois",4112,576
1400000US17031150700,17031150700,"Census Tract 1507, Cook County, Illinois",4577,355
1400000US17031150800,17031150800,"Census Tract 1508, Cook County, Illinois",5412,500
1400000US17031151001,17031151001,"Census Tract 1510.01, Cook County, Illinois",2371,347
1400000US17031151002,17031151002,"Census Tract 1510.02, Cook County, Illinois",4158,513
1400000US17031151100,17031151100,"Census Tract 1511, Cook County, Illinois",5419,538
1400000US17031151200,17031151200,"Census Tract 1512, Cook County, Illinois",3541,399
1400000US17031160100,17031160100,"Census Tract 1601, Cook County, Illinois",2690,343
1400000US17031160200,17031160200,"Census Tract 1602, Cook County, Illinois",3295,425
1400000US17031160300,17031160300,"Census Tract 1603, Cook County, Illinois",3815,363
1400000US17031160400,17031160400,"Census Tract 1604, Cook County, Illinois",5111,408
1400000US17031160501,17031160501,"Census Tract 1605.01, Cook County, Illinois",4683,556
1400000US17031160502,17031160502,"Census Tract 1605.02, Cook County, Illinois",4239,475
1400000US17031160601,17031160601,"Census Tract 1606.01, Cook County, Illinois",4383,688
1400000US17031160602,17031160602,"Census Tract 1606.02, Cook County, Illinois",3970,371
1400000US17031160700,17031160700,"Census Tract 1607, Cook County, Illinois",6182,836
1400000US17031160800,17031160800,"Census Tract 1608, Cook County, Illinois",5410,554
1400000US17031160900,17031160900,"Census Tract 1609, Cook County, Illinois",2384,295
1400000US17031161000,17031161000,"Census Tract 1610, Cook County, Illinois",1722,175
1400000US17031161100,17031161100,"Census Tract 1611, Cook County, Illinois",1919,156
1400000US17031161200,17031161200,"Census Tract 1612, Cook County, Illinois",2812,291
1400000US17031161300,17031161300,"Census Tract 1613, Cook County, Illinois",3905,391
1400000US17031170100,17031170100,"Census Tract 1701, Cook County, Illinois",1865,232
1400000US17031170200,17031170200,"Census Tract 1702, Cook County, Illinois",4166,346
1400000US17031170300,17031170300,"Census Tract 1703, Cook County, Illinois",4931,387
1400000US17031170400,17031170400,"Census Tract 1704, Cook County, Illinois",3603,289
1400000US17031170500,17031170500,"Census Tract 1705, Cook County, Illinois",5245,391
1400000US17031170600,17031170600,"Census Tract 1706, Cook County, Illinois",2818,200
1400000US17031170700,17031170700,"Census Tract 1707, Cook County, Illinois",2892,303
1400000US17031170800,17031170800,"Census Tract 1708, Cook County, Illinois",3775,313
1400000US17031170900,17031170900,"Census Tract 1709, Cook County, Illinois",1729,214
1400000US17031171000,17031171000,"Census Tract 1710, Cook County, Illinois",7843,647
1400000US17031171100,17031171100,"Census Tract 1711, Cook County, Illinois",4158,405
1400000US17031180100,17031180100,"Census Tract 1801, Cook County, Illinois",5786,796
1400000US17031190100,17031190100,"Census Tract 1901, Cook County, Illinois",2625,276
1400000US17031190200,17031190200,"Census Tract 1902, Cook County, Illinois",5591,501
1400000US17031190300,17031190300,"Census Tract 1903, Cook County, Illinois",5375,514
1400000US17031190401,17031190401,"Census Tract 1904.01, Cook County, Illinois",4124,419
1400000US17031190402,17031190402,"Census Tract 1904.02, Cook County, Illinois",5178,510
1400000US17031190601,17031190601,"Census Tract 1906.01, Cook County, Illinois",4695,626
1400000US17031190602,17031190602,"Census Tract 1906.02, Cook County, Illinois",5434,594
1400000US17031190701,17031190701,"Census Tract 1907.01, Cook County, Illinois",2981,361
1400000US17031190702,17031190702,"Census Tract 1907.02, Cook County, Illinois",5515,635
1400000US17031190800,17031190800,"Census Tract 1908, Cook County, Illinois",6739,544
1400000US17031190900,17031190900,"Census Tract 1909, Cook County, Illinois",2018,278
1400000US17031191000,17031191000,"Census Tract 1910, Cook County, Illinois",2742,263
1400000US17031191100,17031191100,"Census Tract 1911, Cook County, Illinois",7570,693
1400000US17031191200,17031191200,"Census Tract 1912, Cook County, Illinois",3937,477
1400000US17031191301,17031191301,"Census Tract 1913.01, Cook County, Illinois",5677,752
1400000US17031191302,17031191302,"Census Tract 1913.02, Cook County, Illinois",5468,713
1400000US17031200100,17031200100,"Census Tract 2001, Cook County, Illinois",5078,488
1400000US17031200200,17031200200,"Census Tract 2002, Cook County, Illinois",4815,522
1400000US17031200300,17031200300,"Census Tract 2003, Cook County, Illinois",2399,255
1400000US17031200401,17031200401,"Census Tract 2004.01, Cook County, Illinois",4101,456
1400000US17031200402,17031200402,"Census Tract 2004.02, Cook County, Illinois",4164,538
1400000US17031210100,17031210100,"Census Tract 2101, Cook County, Illinois",3480,487
1400000US17031210400,17031210400,"Census Tract 2104, Cook County, Illinois",3097,334
1400000US17031210501,17031210501,"Census Tract 2105.01, Cook County, Illinois",4262,414
1400000US17031210502,17031210502,"Census Tract 2105.02, Cook County, Illinois",4917,598
1400000US17031210601,17031210601,"Census Tract 2106.01, Cook County, Illinois",2779,423
1400000US17031210602,17031210602,"Census Tract 2106.02, Cook County, Illinois",4249,573
1400000US17031210700,17031210700,"Census Tract 2107, Cook County, Illinois",4214,452
1400000US17031210800,17031210800,"Census Tract 2108, Cook County, Illinois",1076,167
1400000US17031210900,17031210900,"Census Tract 2109, Cook County, Illinois",3141,432
1400000US17031220300,17031220300,"Census Tract 2203, Cook County, Illinois",2389,201
1400000US17031220400,17031220400,"Census Tract 2204, Cook County, Illinois",2553,278
1400000US17031220500,17031220500,"Census Tract 2205, Cook County, Illinois",2756,252
1400000US17031220601,17031220601,"Census Tract 2206.01, Cook County, Illinois",1817,250
1400000US17031220602,17031220602,"Census Tract 2206.02, Cook County, Illinois",4697,599
1400000US17031220701,17031220701,"Census Tract 2207.01, Cook County, Illinois",3406,452
1400000US17031220702,17031220702,"Census Tract 2207.02, Cook County, Illinois",4089,550
1400000US17031220901,17031220901,"Census Tract 2209.01, Cook County, Illinois",3169,569
1400000US17031220902,17031220902,"Census Tract 2209.02, Cook County, Illinois",3249,366
1400000US17031221000,17031221000,"Census Tract 2210, Cook County, Illinois",2991,293
1400000US17031221100,17031221100,"Census Tract 2211, Cook County, Illinois",5190,463
1400000US17031221200,17031221200,"Census Tract 2212, Cook County, Illinois",3163,310
1400000US17031221300,17031221300,"Census Tract 2213, Cook County, Illinois",2671,330
1400000US17031221400,17031221400,"Census Tract 2214, Cook County, Illinois",3034,381
1400000US17031221500,17031221500,"Census Tract 2215, Cook County, Illinois",2610,317
1400000US17031221600,17031221600,"Census Tract 2216, Cook County, Illinois",2960,301
1400000US17031222200,17031222200,"Census Tract 2222, Cook County, Illinois",2099,155
1400000US17031222500,17031222500,"Census Tract 2225, Cook County, Illinois",1492,187
1400000US17031222600,17031222600,"Census Tract 2226, Cook County, Illinois",1625,203
1400000US17031222700,17031222700,"Census Tract 2227, Cook County, Illinois",2773,302
1400000US17031222800,17031222800,"Census Tract 2228, Cook County, Illinois",1146,154
1400000US17031222900,17031222900,"Census Tract 2229, Cook County, Illinois",816,163
1400000US17031230100,17031230100,"Census Tract 2301, Cook County, Illinois",1565,241
1400000US17031230200,17031230200,"Census Tract 2302, Cook County, Illinois",2134,314
1400000US17031230300,17031230300,"Census Tract 2303, Cook County, Illinois",1188,151
1400000US17031230400,17031230400,"Census Tract 2304, Cook County, Illinois",2459,324
1400000US17031230500,17031230500,"Census Tract 2305, Cook County, Illinois",3623,499
1400000US17031230600,17031230600,"Census Tract 2306, Cook County, Illinois",6669,867
1400000US17031230700,17031230700,"Census Tract 2307, Cook County, Illinois",5193,591
1400000US17031230800,17031230800,"Census Tract 2308, Cook County, Illinois",1239,191
1400000US17031230900,17031230900,"Census Tract 2309, Cook County, Illinois",5330,473
1400000US17031231100,17031231100,"Census Tract 2311, Cook County, Illinois",1227,210
1400000US17031231200,17031231200,"Census Tract 2312, Cook County, Illinois",5369,723
1400000US17031231500,17031231500,"Census Tract 2315, Cook County, Illinois",7027,1107
1400000US17031240200,17031240200,"Census Tract 2402, Cook County, Illinois",1507,118
1400000US17031240300,17031240300,"Census Tract 2403, Cook County, Illinois",1335,126
1400000US17031240500,17031240500,"Census Tract 2405, Cook County, Illinois",2081,202
1400000US17031240600,17031240600,"Census Tract 2406, Cook County, Illinois",1479,161
1400000US17031240700,17031240700,"Census Tract 2407, Cook County, Illinois",1383,155
1400000US17031240800,17031240800,"Census Tract 2408, Cook County, Illinois",1763,241
1400000US17031240900,17031240900,"Census Tract 2409, Cook County, Illinois",1263,166
1400000US17031241000,17031241000,"Census Tract 2410, Cook County, Illinois",2102,288
1400000US17031241100,17031241100,"Census Tract 2411, Cook County, Illinois",4062,258
1400000US17031241200,17031241200,"Census Tract 2412, Cook County, Illinois",1895,218
1400000US17031241300,17031241300,"Census Tract 2413, Cook County, Illinois",1942,194
1400000US17031241400,17031241400,"Census Tract 2414, Cook County, Illinois",5325,477
1400000US17031241500,17031241500,"Census Tract 2415, Cook County, Illinois",2917,255
1400000US17031241600,17031241600,"Census Tract 2416, Cook County, Illinois",3598,357
1400000US17031242000,17031242000,"Census Tract 2420, Cook County, Illinois",4920,789
1400000US17031242100,17031242100,"Census Tract 2421, Cook County, Illinois",3509,336
1400000US17031242200,17031242200,"Census Tract 2422, Cook County, Illinois",3681,381
1400000US17031242300,17031242300,"Census Tract 2423, Cook County, Illinois",3149,271
1400000US17031242400,17031242400,"Census Tract 2424, Cook County, Illinois",2844,289
1400000US17031242500,17031242500,"Census Tract 2425, Cook County, Illinois",4010,386
1400000US17031242600,17031242600,"Census Tract 2426, Cook County, Illinois",6501,692
1400000US17031242700,17031242700,"Census Tract 2427, Cook County, Illinois",1766,203
1400000US17031242800,17031242800,"Census Tract 2428, Cook County, Illinois",1360,162
1400000US17031242900,17031242900,"Census Tract 2429, Cook County, Illinois",1656,160
1400000US17031243000,17031243000,"Census Tract 2430, Cook County, Illinois",2472,223
1400000US17031243100,17031243100,"Census Tract 2431, Cook County, Illinois",2659,335
1400000US17031243200,17031243200,"Census Tract 2432, Cook County, Illinois",2253,245
1400000US17031243300,17031243300,"Census Tract 2433, Cook County, Illinois",2437,230
1400000US17031243400,17031243400,"Census Tract 2434, Cook County, Illinois",2919,383
1400000US17031243500,17031243500,"Census Tract 2435, Cook County, Illinois",3040,248
1400000US17031250200,17031250200,"Census Tract 2502, Cook County, Illinois",2860,331
1400000US17031250300,17031250300,"Census Tract 2503, Cook County, Illinois",4796,462
1400000US17031250400,17031250400,"Census Tract 2504, Cook County, Illinois",5271,782
1400000US17031250500,17031250500,"Census Tract 2505, Cook County, Illinois",7622,512
1400000US17031250600,17031250600,"Census Tract 2506, Cook County, Illinois",4370,443
1400000US17031250700,17031250700,"Census Tract 2507, Cook County, Illinois",5580,712
1400000US17031250800,17031250800,"Census Tract 2508, Cook County, Illinois",2348,294
1400000US17031251000,17031251000,"Census Tract 2510, Cook County, Illinois",1120,163
1400000US17031251100,17031251100,"Census Tract 2511, Cook County, Illinois",4372,522
1400000US17031251200,17031251200,"Census Tract 2512, Cook County, Illinois",4297,527
1400000US17031251300,17031251300,"Census Tract 2513, Cook County, Illinois",4882,545
1400000US17031251400,17031251400,"Census Tract 2514, Cook County, Illinois",4342,602
1400000US17031251500,17031251500,"Census Tract 2515, Cook County, Illinois",3922,531
1400000US17031251600,17031251600,"Census Tract 2516, Cook County, Illinois",3606,570
1400000US17031251700,17031251700,"Census Tract 2517, Cook County, Illinois",1478,219
1400000US17031251800,17031251800,"Census Tract 2518, Cook County, Illinois",5094,593
1400000US17031251900,17031251900,"Census Tract 2519, Cook County, Illinois",5509,683
1400000US17031252000,17031252000,"Census Tract 2520, Cook County, Illinois",6265,774
1400000US17031252101,17031252101,"Census Tract 2521.01, Cook County, Illinois",1685,374
1400000US17031252102,17031252102,"Census Tract 2521.02, Cook County, Illinois",6358,931
1400000US17031252201,17031252201,"Census Tract 2522.01, Cook County, Illinois",2912,392
1400000US17031252202,17031252202,"Census Tract 2522.02, Cook County, Illinois",5083,580
1400000US17031260100,17031260100,"Census Tract 2601, Cook County, Illinois",1014,200
1400000US17031260200,17031260200,"Census Tract 2602, Cook County, Illinois",1230,213
1400000US17031260300,17031260300,"Census Tract 2603, Cook County, Illinois",1485,212
1400000US17031260400,17031260400,"Census Tract 2604, Cook County, Illinois",1608,476
1400000US17031260500,17031260500,"Census Tract 2605, Cook County, Illinois",1797,272
1400000US17031260600,17031260600,"Census Tract 2606, Cook County, Illinois",2199,364
1400000US17031260700,17031260700,"Census Tract 2607, Cook County, Illinois",2015,282
1400000US17031260800,17031260800,"Census Tract 2608, Cook County, Illinois",2453,389
1400000US17031260900,17031260900,"Census Tract 2609, Cook County, Illinois",1536,264
1400000US17031261000,17031261000,"Census Tract 2610, Cook County, Illinois",2396,373
1400000US17031270500,17031270500,"Census Tract 2705, Cook County, Illinois",1878,249
1400000US17031271200,17031271200,"Census Tract 2712, Cook County, Illinois",1254,208
1400000US17031271300,17031271300,"Census Tract 2713, Cook County, Illinois",1183,186
1400000US17031271400,17031271400,"Census Tract 2714, Cook County, Illinois",1185,207
1400000US17031271500,17031271500,"Census Tract 2715, Cook County, Illinois",1405,242
1400000US17031271800,17031271800,"Census Tract 2718, Cook County, Illinois",1345,194
1400000US17031280100,17031280100,"Census Tract 2801, Cook County, Illinois",6811,577
1400000US17031280400,17031280400,"Census Tract 2804, Cook County, Illinois",1703,281
1400000US17031280800,17031280800,"Census Tract 2808, Cook County, Illinois",951,173
1400000US17031280900,17031280900,"Census Tract 2809, Cook County, Illinois",888,159
1400000US17031281900,17031281900,"Census Tract 2819, Cook County, Illinois",4888,517
1400000US17031282700,17031282700,"Census Tract 2827, Cook County, Illinois",2581,344
